"NOME_INSTRUMENTO","ANO_INSTRUMENTO","DATA_INICIO","DATA_FIM","CODIGO_CURSO","NOME_CURSO","CODIGO_GRUPO","NOME_GRUPO","CODIGO_SUBGRUPO","NOME_SUBGRUPO","ORDEM_PERGUNTA","CODIGO_PERGUNTA","PERGUNTA","ORDEM_OPCOES","OPCAO","PORCENTAGEM","RESPOSTAS","TOTAL_DO_CURSO"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","6","1388","2.6- Como você avalia a articulação entre a teoria e a prática do seu curso de graduação na UEM?","6389","Péssimo","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","7","1389","2.7- Você considera que os conteúdos específicos oferecidos pelo seu curso de graduação na UEM contribuíram para o seu desempenho profissional?","6051","Sim, muito","57.1","4","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","7","1389","2.7- Você considera que os conteúdos específicos oferecidos pelo seu curso de graduação na UEM contribuíram para o seu desempenho profissional?","6052","Sim, em parte","42.9","3","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","7","1389","2.7- Você considera que os conteúdos específicos oferecidos pelo seu curso de graduação na UEM contribuíram para o seu desempenho profissional?","6053","Não contribuíram","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","7","1389","2.7- Você considera que os conteúdos específicos oferecidos pelo seu curso de graduação na UEM contribuíram para o seu desempenho profissional?","6054","Não sei informar","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","8","1390","2.8- Você considera que a capacidade de relacionar a teoria com a prática oferecida pelo seu curso de graduação na UEM contribuiu para o seu desempenho profissional?","6055","Sim, muito","71.4","5","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","8","1390","2.8- Você considera que a capacidade de relacionar a teoria com a prática oferecida pelo seu curso de graduação na UEM contribuiu para o seu desempenho profissional?","6056","Sim, em parte","28.6","2","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","8","1390","2.8- Você considera que a capacidade de relacionar a teoria com a prática oferecida pelo seu curso de graduação na UEM contribuiu para o seu desempenho profissional?","6057","Não contribuíram","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","8","1390","2.8- Você considera que a capacidade de relacionar a teoria com a prática oferecida pelo seu curso de graduação na UEM contribuiu para o seu desempenho profissional?","6058","Não sei informar","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","9","1391","2.9- Você considera que a busca de informações contextualizadas e atualizadas oferecidas pelo seu curso de graduação na UEM, contribuíram para o seu desempenho profissional?","6059","Sim, muito","71.4","5","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","9","1391","2.9- Você considera que a busca de informações contextualizadas e atualizadas oferecidas pelo seu curso de graduação na UEM, contribuíram para o seu desempenho profissional?","6060","Sim, em parte","28.6","2","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","9","1391","2.9- Você considera que a busca de informações contextualizadas e atualizadas oferecidas pelo seu curso de graduação na UEM, contribuíram para o seu desempenho profissional?","6061","Não contribuíram","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","9","1391","2.9- Você considera que a busca de informações contextualizadas e atualizadas oferecidas pelo seu curso de graduação na UEM, contribuíram para o seu desempenho profissional?","6062","Não sei informar","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","12","1478","2.12- Você recomendaria o curso de graduação que você cursou na UEM para um amigo ou um familiar?","6376","Sim","100.0","7","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","12","1478","2.12- Você recomendaria o curso de graduação que você cursou na UEM para um amigo ou um familiar?","6392","Não","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","1","1393","3.1- Você participou de atividades acadêmicas complementares (AACs) durante a realização do seu curso de graduação na UEM (ex.: monitoria, projetos, PIC/PIBIC, PET, eventos, outros)?","6393","Sim","100.0","7","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","1","1393","3.1- Você participou de atividades acadêmicas complementares (AACs) durante a realização do seu curso de graduação na UEM (ex.: monitoria, projetos, PIC/PIBIC, PET, eventos, outros)?","6394","Não","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","2","1394","3.2- Se você não participou, qual o motivo que levou você a não participar de AACs?","7465","Faltou tempo","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","2","1394","3.2- Se você não participou, qual o motivo que levou você a não participar de AACs?","7466","Faltou oportunidade","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","2","1394","3.2- Se você não participou, qual o motivo que levou você a não participar de AACs?","7467","Faltou recurso","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","2","1394","3.2- Se você não participou, qual o motivo que levou você a não participar de AACs?","7468","Horário incompatível","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","2","1394","3.2- Se você não participou, qual o motivo que levou você a não participar de AACs?","7469","Faltou orientação","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","2","1394","3.2- Se você não participou, qual o motivo que levou você a não participar de AACs?","7470","Participei","100.0","7","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","3","1395","3.3- Se você participou de AACs, qual o motivo que levou você a participar de AACs?","6069","Motivado pelos prof.","42.9","3","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","3","1395","3.3- Se você participou de AACs, qual o motivo que levou você a participar de AACs?","6070","Motivado por colega","14.3","1","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","3","1395","3.3- Se você participou de AACs, qual o motivo que levou você a participar de AACs?","6071","Programas de Bolsas","14.3","1","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","3","1395","3.3- Se você participou de AACs, qual o motivo que levou você a participar de AACs?","6072","Foi obrigatório","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","3","1395","3.3- Se você participou de AACs, qual o motivo que levou você a participar de AACs?","6073","Outro ","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","3","1395","3.3- Se você participou de AACs, qual o motivo que levou você a participar de AACs?","6395","Interesse pessoal","28.6","2","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","3","1395","3.3- Se você participou de AACs, qual o motivo que levou você a participar de AACs?","7471","Não participei","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","4","1396","3.4- As AACs contribuíram para o seu amadurecimento acadêmico e profissional?","6074","Sim","100.0","7","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","4","1396","3.4- As AACs contribuíram para o seu amadurecimento acadêmico e profissional?","6075","Não ","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","4","1396","3.4- As AACs contribuíram para o seu amadurecimento acadêmico e profissional?","6076","Indiferente","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","5","1397","3.5- Você participou de mobilidade acadêmica durante a realização do seu curso de graduação? Comente a respeito.","6079","Sim","57.1","4","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","180","III- Atividades Acadêmicas Complementares","5","1397","3.5- Você participou de mobilidade acadêmica durante a realização do seu curso de graduação? Comente a respeito.","6080","Não","42.9","3","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","181","IV- Formação Continuada","1","1409","4.1- Você cursou ou está cursando formação acadêmica depois da sua graduação na UEM (especialização, mestrado, doutorado, pós-doutorado, outra graduação)?","6139","Sim","71.4","5","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","181","IV- Formação Continuada","1","1409","4.1- Você cursou ou está cursando formação acadêmica depois da sua graduação na UEM (especialização, mestrado, doutorado, pós-doutorado, outra graduação)?","6140","Não","28.6","2","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","1","1421","5.1- Como você avalia as formas de socialização dos conhecimentos produzidos na UEM para a sociedade?","6175","Ruim","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","1","1421","5.1- Como você avalia as formas de socialização dos conhecimentos produzidos na UEM para a sociedade?","6176","Péssimo","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","1","1421","5.1- Como você avalia as formas de socialização dos conhecimentos produzidos na UEM para a sociedade?","6177","Não sei informar","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","1","1421","5.1- Como você avalia as formas de socialização dos conhecimentos produzidos na UEM para a sociedade?","6396","Excelente","25.0","2","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","1","1421","5.1- Como você avalia as formas de socialização dos conhecimentos produzidos na UEM para a sociedade?","6397","Ótimo","37.5","3","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","1","1421","5.1- Como você avalia as formas de socialização dos conhecimentos produzidos na UEM para a sociedade?","6398","Bom","37.5","3","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","1","1421","5.1- Como você avalia as formas de socialização dos conhecimentos produzidos na UEM para a sociedade?","6399","Regular","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","2","1422","5.2- Como você avalia a atuação da UEM para a comunidade/sociedade?","6178","Ruim","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","2","1422","5.2- Como você avalia a atuação da UEM para a comunidade/sociedade?","6179","Péssimo","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","2","1422","5.2- Como você avalia a atuação da UEM para a comunidade/sociedade?","6180","Não sei informar","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","2","1422","5.2- Como você avalia a atuação da UEM para a comunidade/sociedade?","6400","Excelente","37.5","3","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","2","1422","5.2- Como você avalia a atuação da UEM para a comunidade/sociedade?","6401","Ótimo","37.5","3","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","2","1422","5.2- Como você avalia a atuação da UEM para a comunidade/sociedade?","6402","Bom","12.5","1","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","2","1422","5.2- Como você avalia a atuação da UEM para a comunidade/sociedade?","6403","Regular","12.5","1","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6181","Ruim","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6182","Péssimo","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6183","Não sei informar","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6404","Excelente","25.0","2","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6405","Ótimo","50.0","4","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6406","Bom","12.5","1","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","3","1423","5.3- Como você avalia os serviços prestados pela UEM para a comunidade/sociedade?","6407","Regular","12.5","1","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6184","Ruim","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6185","Péssimo","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6186","Não sei informar","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6408","Excelente","62.5","5","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6409","Ótimo","12.5","1","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6410","Bom","25.0","2","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","4","1424","5.4- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento local? ","6411","Regular","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6187","Ruim","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6188","Péssimo","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6189","Não sei informar","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6412","Excelente","62.5","5","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6413","Ótimo","12.5","1","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6414","Bom","25.0","2","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","5","1425","5.5- Como você avalia o impacto da produção acadêmica, científica, tecnológica e cultural da UEM para o desenvolvimento regional?","6415","Regular","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","6","1479","5.6- Você manteve contato com a UEM após a sua formatura?","6416","Sim, com o departame","0.0","0","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","6","1479","5.6- Você manteve contato com a UEM após a sua formatura?","6417","Sim, outros","75.0","6","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","6","1479","5.6- Você manteve contato com a UEM após a sua formatura?","6418","Não mantive","25.0","2","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","7","1480","5.7- Você gostaria de receber informações da UEM?","6419","Sim","75.0","6","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","182","V- Relacionamento do Egresso com a UEM","7","1480","5.7- Você gostaria de receber informações da UEM?","6420","Não","25.0","2","8"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","189","VI- Avaliação do instrumento","1","1465","12.1- Como você avalia este instrumento de consulta?","6332","Bom","85.7","6","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","189","VI- Avaliação do instrumento","1","1465","12.1- Como você avalia este instrumento de consulta?","6333","Regular","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","189","VI- Avaliação do instrumento","1","1465","12.1- Como você avalia este instrumento de consulta?","6334","Ruim","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","189","VI- Avaliação do instrumento","1","1465","12.1- Como você avalia este instrumento de consulta?","6335","Péssimo","0.0","0","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","72","ARTES CENICAS                 ","44","Indicadores Gerais","189","VI- Avaliação do instrumento","1","1465","12.1- Como você avalia este instrumento de consulta?","6421","Ótimo","14.3","1","7"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","1","1377","1.1- Você atua como funcionário/profissional:","6339","empresa privada","40.0","4","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","1","1377","1.1- Você atua como funcionário/profissional:","6340","profissional liberal","10.0","1","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","1","1377","1.1- Você atua como funcionário/profissional:","6341","empresário","0.0","0","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","1","1377","1.1- Você atua como funcionário/profissional:","6342","outro","40.0","4","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","1","1377","1.1- Você atua como funcionário/profissional:","6355","público","10.0","1","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","3","1380","1.3- Sua atuação no mercado de trabalho é na área:","6347","não relacionada","30.0","3","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","3","1380","1.3- Sua atuação no mercado de trabalho é na área:","6356","da graduação","40.0","4","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","3","1380","1.3- Sua atuação no mercado de trabalho é na área:","6357","da pós-graduação","20.0","2","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","3","1380","1.3- Sua atuação no mercado de trabalho é na área:","6358","afim à graduação","10.0","1","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","3","1380","1.3- Sua atuação no mercado de trabalho é na área:","6390","afim à pós-graduação","0.0","0","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","4","1476","1.4- Sua atuação no mercado de trabalho iniciou-se:","6359","antes da graduação","10.0","1","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","4","1476","1.4- Sua atuação no mercado de trabalho iniciou-se:","6360","durante a graduação","40.0","4","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","4","1476","1.4- Sua atuação no mercado de trabalho iniciou-se:","6361","depois da graduação","50.0","5","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","178","I- Atuação Profissional","4","1476","1.4- Sua atuação no mercado de trabalho iniciou-se:","6391","depois da pós-gradua","0.0","0","10"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","1","1383","2.1- Para você, ter realizado um curso de graduação na UEM, para o seu ingresso no mercado de trabalho, foi: ","6352","indiferente","11.1","1","9"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","1","1383","2.1- Para você, ter realizado um curso de graduação na UEM, para o seu ingresso no mercado de trabalho, foi: ","6362","fundamental ","77.8","7","9"
"Avaliação pelo Egresso","2021","01/11/2021","31/12/2021","73","ARTES VISUAIS                 ","44","Indicadores Gerais","179","II- Formação acadêmica","1","1383","2.1- Para você, ter realizado um curso de graduação na UEM, para o seu ingresso no mercado de trabalho, foi: ","6363","diferencial","11.1","1","9"
